 Format                 IAGA-2002                                    |
 Source of Data         WDC for Geomagnetism, Kyoto                  |
 Station Name           Equatorial Dst index                         |
 IAGA CODE              DST                                          |
 Geodetic Latitude                                                   |
 Geodetic Longitude                                                  |
 Elevation                                                           |
 Reported               H                                            |
 Sensor Orientation                                                  |
 Digital Sampling                                                    |
 Data Interval Type     1-hour                                       |
 Data Type              Real-time                                    |
 # Converted to IAGA2002 format                                      |
 #   by WDC for Geomagnetism, Kyoto. 2022-03-07                      |
 # The values in the raw of 00:00:00:00.000 are those converted      |
 #  from those in the column of 21-24 which are usually              |
 #  the mean values between 00:00UT and 01:00UT, etc..               |
DATE       TIME         DOY     DST                                  |
2022-01-24 10:00:00.000 024         1.00
2022-01-24 11:00:00.000 024         3.00
2022-01-24 12:00:00.000 024         5.00
2022-01-24 13:00:00.000 024         4.00
2022-01-24 14:00:00.000 024         6.00
2022-01-24 15:00:00.000 024         7.00
2022-01-24 16:00:00.000 024         5.00
2022-01-24 17:00:00.000 024         3.00
2022-01-24 18:00:00.000 024         6.00
2022-01-24 19:00:00.000 024         6.00
2022-01-24 20:00:00.000 024         3.00
2022-01-24 21:00:00.000 024         2.00
2022-01-24 22:00:00.000 024         0.00
2022-01-24 23:00:00.000 024        -4.00
2022-01-25 00:00:00.000 025        -5.00
2022-01-25 01:00:00.000 025        -4.00
2022-01-25 02:00:00.000 025        -6.00
2022-01-25 03:00:00.000 025        -4.00
2022-01-25 04:00:00.000 025         2.00
2022-01-25 05:00:00.000 025         0.00
2022-01-25 06:00:00.000 025        -2.00
2022-01-25 07:00:00.000 025        -4.00
2022-01-25 08:00:00.000 025        -7.00
2022-01-25 09:00:00.000 025       -11.00
2022-01-25 10:00:00.000 025       -15.00
2022-01-25 11:00:00.000 025       -22.00
2022-01-25 12:00:00.000 025       -18.00
2022-01-25 13:00:00.000 025       -11.00
2022-01-25 14:00:00.000 025        -9.00
2022-01-25 15:00:00.000 025       -16.00
2022-01-25 16:00:00.000 025       -27.00
2022-01-25 17:00:00.000 025       -35.00
2022-01-25 18:00:00.000 025       -35.00
2022-01-25 19:00:00.000 025       -32.00
2022-01-25 20:00:00.000 025       -27.00
2022-01-25 21:00:00.000 025       -28.00
2022-01-25 22:00:00.000 025       -24.00
2022-01-25 23:00:00.000 025       -21.00
2022-01-26 00:00:00.000 026       -19.00
2022-01-26 01:00:00.000 026       -14.00
2022-01-26 02:00:00.000 026       -15.00
2022-01-26 03:00:00.000 026       -15.00
2022-01-26 04:00:00.000 026       -13.00
2022-01-26 05:00:00.000 026       -11.00
2022-01-26 06:00:00.000 026       -15.00
2022-01-26 07:00:00.000 026       -18.00
2022-01-26 08:00:00.000 026       -18.00
2022-01-26 09:00:00.000 026       -22.00
2022-01-26 10:00:00.000 026       -23.00
2022-01-26 11:00:00.000 026       -17.00
2022-01-26 12:00:00.000 026        -4.00
2022-01-26 13:00:00.000 026        -5.00
2022-01-26 14:00:00.000 026        -8.00
2022-01-26 15:00:00.000 026        -8.00
2022-01-26 16:00:00.000 026        -9.00
2022-01-26 17:00:00.000 026       -10.00
2022-01-26 18:00:00.000 026       -11.00
2022-01-26 19:00:00.000 026        -7.00
2022-01-26 20:00:00.000 026        -9.00
2022-01-26 21:00:00.000 026       -11.00
2022-01-26 22:00:00.000 026        -7.00
2022-01-26 23:00:00.000 026        -6.00
2022-01-27 00:00:00.000 027        -6.00
2022-01-27 01:00:00.000 027        -4.00
2022-01-27 02:00:00.000 027        -4.00
2022-01-27 03:00:00.000 027        -5.00
2022-01-27 04:00:00.000 027        -5.00
2022-01-27 05:00:00.000 027        -4.00
2022-01-27 06:00:00.000 027        -6.00
2022-01-27 07:00:00.000 027       -11.00
2022-01-27 08:00:00.000 027       -14.00
2022-01-27 09:00:00.000 027       -14.00
2022-01-27 10:00:00.000 027       -11.00
2022-01-27 11:00:00.000 027        -9.00
2022-01-27 12:00:00.000 027        -3.00
2022-01-27 13:00:00.000 027        -1.00
2022-01-27 14:00:00.000 027        -1.00
2022-01-27 15:00:00.000 027         1.00
2022-01-27 16:00:00.000 027         5.00
2022-01-27 17:00:00.000 027         7.00
2022-01-27 18:00:00.000 027         8.00
2022-01-27 19:00:00.000 027        -2.00
2022-01-27 20:00:00.000 027        -5.00
2022-01-27 21:00:00.000 027        -8.00
2022-01-27 22:00:00.000 027        -5.00
2022-01-27 23:00:00.000 027        -3.00
2022-01-28 00:00:00.000 028        -6.00
2022-01-28 01:00:00.000 028       -10.00
2022-01-28 02:00:00.000 028       -11.00
2022-01-28 03:00:00.000 028       -13.00
2022-01-28 04:00:00.000 028       -14.00
2022-01-28 05:00:00.000 028       -13.00
2022-01-28 06:00:00.000 028       -14.00
2022-01-28 07:00:00.000 028       -18.00
2022-01-28 08:00:00.000 028       -21.00
2022-01-28 09:00:00.000 028       -21.00
2022-01-28 10:00:00.000 028       -17.00
2022-01-28 11:00:00.000 028       -16.00
2022-01-28 12:00:00.000 028        -9.00
2022-01-28 13:00:00.000 028        -9.00
2022-01-28 14:00:00.000 028       -12.00
2022-01-28 15:00:00.000 028       -12.00
2022-01-28 16:00:00.000 028        -8.00
2022-01-28 17:00:00.000 028        -4.00
2022-01-28 18:00:00.000 028        -4.00
2022-01-28 19:00:00.000 028        -3.00
2022-01-28 20:00:00.000 028         0.00
2022-01-28 21:00:00.000 028         0.00
2022-01-28 22:00:00.000 028        -7.00
2022-01-28 23:00:00.000 028       -11.00
2022-01-29 00:00:00.000 029       -11.00
2022-01-29 01:00:00.000 029        -6.00
2022-01-29 02:00:00.000 029       -12.00
2022-01-29 03:00:00.000 029       -18.00
2022-01-29 04:00:00.000 029       -19.00
2022-01-29 05:00:00.000 029       -24.00
2022-01-29 06:00:00.000 029       -23.00
2022-01-29 07:00:00.000 029       -22.00
2022-01-29 08:00:00.000 029       -22.00
2022-01-29 09:00:00.000 029       -23.00
2022-01-29 10:00:00.000 029       -26.00
2022-01-29 11:00:00.000 029       -25.00
2022-01-29 12:00:00.000 029       -21.00
2022-01-29 13:00:00.000 029       -18.00
2022-01-29 14:00:00.000 029       -19.00
2022-01-29 15:00:00.000 029       -19.00
2022-01-29 16:00:00.000 029       -18.00
2022-01-29 17:00:00.000 029       -16.00
2022-01-29 18:00:00.000 029       -13.00
2022-01-29 19:00:00.000 029       -11.00
2022-01-29 20:00:00.000 029       -11.00
2022-01-29 21:00:00.000 029        -9.00
2022-01-29 22:00:00.000 029        -4.00
2022-01-29 23:00:00.000 029         1.00
2022-01-30 00:00:00.000 030         1.00
2022-01-30 01:00:00.000 030         3.00
2022-01-30 02:00:00.000 030        -3.00
2022-01-30 03:00:00.000 030        -7.00
2022-01-30 04:00:00.000 030       -11.00
2022-01-30 05:00:00.000 030       -16.00
2022-01-30 06:00:00.000 030       -15.00
2022-01-30 07:00:00.000 030       -18.00
2022-01-30 08:00:00.000 030       -20.00
2022-01-30 09:00:00.000 030       -22.00
2022-01-30 10:00:00.000 030       -18.00
2022-01-30 11:00:00.000 030       -16.00
2022-01-30 12:00:00.000 030       -14.00
2022-01-30 13:00:00.000 030       -13.00
2022-01-30 14:00:00.000 030       -16.00
2022-01-30 15:00:00.000 030       -15.00
2022-01-30 16:00:00.000 030       -17.00
2022-01-30 17:00:00.000 030       -16.00
2022-01-30 18:00:00.000 030       -13.00
2022-01-30 19:00:00.000 030       -14.00
2022-01-30 20:00:00.000 030       -11.00
2022-01-30 21:00:00.000 030       -10.00
2022-01-30 22:00:00.000 030       -13.00
2022-01-30 23:00:00.000 030       -13.00
2022-01-31 00:00:00.000 031       -16.00
2022-01-31 01:00:00.000 031       -18.00
2022-01-31 02:00:00.000 031       -20.00
2022-01-31 03:00:00.000 031       -21.00
2022-01-31 04:00:00.000 031       -23.00
2022-01-31 05:00:00.000 031       -29.00
2022-01-31 06:00:00.000 031       -34.00
2022-01-31 07:00:00.000 031       -39.00
2022-01-31 08:00:00.000 031       -44.00
2022-01-31 09:00:00.000 031       -40.00
2022-01-31 10:00:00.000 031       -34.00
2022-01-31 11:00:00.000 031       -32.00
2022-01-31 12:00:00.000 031       -28.00
2022-01-31 13:00:00.000 031       -26.00
2022-01-31 14:00:00.000 031       -26.00
2022-01-31 15:00:00.000 031       -27.00
2022-01-31 16:00:00.000 031       -30.00
2022-01-31 17:00:00.000 031       -30.00
2022-01-31 18:00:00.000 031       -26.00
2022-01-31 19:00:00.000 031       -19.00
2022-01-31 20:00:00.000 031       -15.00
2022-01-31 21:00:00.000 031       -14.00
2022-01-31 22:00:00.000 031       -11.00
2022-01-31 23:00:00.000 031       -10.00
