 Format                 IAGA-2002                                    |
 Source of Data         Arctic and Antarctic Research Institute      |
 Station Name           Vostok                                       |
 IAGA CODE              VOS                                          |
 Geodetic Latitude      -78.464                                      |
 Geodetic Longitude     106.835                                      |
 Elevation              3488                                         |
 Reported               XYZF                                         |
 Sensor Orientation     HDZF                                         |
 Digital Sampling       0.03-second                                  |
 Data Interval Type     1-minute                                     |
 Data Type              provisional                                  |
 # This data file was created using INTERMAGNET data from the        |
 # Kyoto GIN. These data were acquired from an INTERMAGNET reported  |
 # data file. Final data will be available on the INTERMAGNET DVD.   |
 # Go to www.intermagnet.org for details on obtaining this product.  |
 # CONDITIONS OF USE: The conditions of use for data provided        |
 # through INTERMAGNET and acknowledgment templates can be found     |
 # at www.intermagnet.org.                                           |
DATE       TIME         DOY     VOSX      VOSY      VOSZ      VOSF   |
2022-01-15 02:55:00.000 015     -7417.00 -11471.00 -57562.00  99999.00
2022-01-15 02:56:00.000 015     -7417.00 -11476.00 -57563.00  99999.00
2022-01-15 02:57:00.000 015     -7418.00 -11484.00 -57565.00  99999.00
2022-01-15 02:58:00.000 015     -7414.00 -11494.00 -57562.00  99999.00
2022-01-15 02:59:00.000 015     -7413.00 -11493.00 -57564.00  99999.00
2022-01-15 03:00:00.000 015     -7412.00 -11498.00 -57564.00  99999.00
2022-01-15 03:01:00.000 015     -7417.00 -11499.00 -57565.00  99999.00
2022-01-15 03:02:00.000 015     -7421.00 -11500.00 -57570.00  99999.00
2022-01-15 03:03:00.000 015     -7422.00 -11500.00 -57572.00  99999.00
2022-01-15 03:04:00.000 015     -7420.00 -11502.00 -57572.00  99999.00
2022-01-15 03:05:00.000 015     -7419.00 -11501.00 -57574.00  99999.00
2022-01-15 03:06:00.000 015     -7416.00 -11498.00 -57575.00  99999.00
2022-01-15 03:07:00.000 015     -7413.00 -11500.00 -57577.00  99999.00
2022-01-15 03:08:00.000 015     -7412.00 -11506.00 -57578.00  99999.00
2022-01-15 03:09:00.000 015     -7407.00 -11512.00 -57577.00  99999.00
2022-01-15 03:10:00.000 015     -7410.00 -11515.00 -57581.00  99999.00
2022-01-15 03:11:00.000 015     -7413.00 -11517.00 -57582.00  99999.00
2022-01-15 03:12:00.000 015     -7414.00 -11516.00 -57581.00  99999.00
2022-01-15 03:13:00.000 015     -7422.00 -11510.00 -57585.00  99999.00
2022-01-15 03:14:00.000 015     -7425.00 -11507.00 -57587.00  99999.00
2022-01-15 03:15:00.000 015     -7433.00 -11506.00 -57588.00  99999.00
2022-01-15 03:16:00.000 015     -7439.00 -11509.00 -57589.00  99999.00
2022-01-15 03:17:00.000 015     -7441.00 -11511.00 -57588.00  99999.00
2022-01-15 03:18:00.000 015     -7444.00 -11512.00 -57588.00  99999.00
2022-01-15 03:19:00.000 015     -7444.00 -11510.00 -57590.00  99999.00
2022-01-15 03:20:00.000 015     -7441.00 -11510.00 -57592.00  99999.00
2022-01-15 03:21:00.000 015     -7440.00 -11508.00 -57596.00  99999.00
2022-01-15 03:22:00.000 015     -7442.00 -11497.00 -57601.00  99999.00
2022-01-15 03:23:00.000 015     -7438.00 -11492.00 -57604.00  99999.00
2022-01-15 03:24:00.000 015     -7433.00 -11485.00 -57608.00  99999.00
2022-01-15 03:25:00.000 015     -7434.00 -11473.00 -57612.00  99999.00
2022-01-15 03:26:00.000 015     -7430.00 -11468.00 -57615.00  99999.00
2022-01-15 03:27:00.000 015     -7429.00 -11459.00 -57617.00  99999.00
2022-01-15 03:28:00.000 015     -7425.00 -11452.00 -57621.00  99999.00
2022-01-15 03:29:00.000 015     -7425.00 -11446.00 -57623.00  99999.00
2022-01-15 03:30:00.000 015     -7427.00 -11445.00 -57625.00  99999.00
2022-01-15 03:31:00.000 015     -7432.00 -11441.00 -57626.00  99999.00
2022-01-15 03:32:00.000 015     -7439.00 -11436.00 -57627.00  99999.00
2022-01-15 03:33:00.000 015     -7440.00 -11425.00 -57625.00  99999.00
2022-01-15 03:34:00.000 015     -7442.00 -11409.00 -57624.00  99999.00
2022-01-15 03:35:00.000 015     -7440.00 -11403.00 -57622.00  99999.00
2022-01-15 03:36:00.000 015     -7437.00 -11395.00 -57621.00  99999.00
2022-01-15 03:37:00.000 015     -7433.00 -11394.00 -57620.00  99999.00
2022-01-15 03:38:00.000 015     -7429.00 -11391.00 -57618.00  99999.00
2022-01-15 03:39:00.000 015     -7420.00 -11392.00 -57616.00  99999.00
2022-01-15 03:40:00.000 015     -7412.00 -11384.00 -57617.00  99999.00
2022-01-15 03:41:00.000 015     -7409.00 -11377.00 -57620.00  99999.00
2022-01-15 03:42:00.000 015     -7408.00 -11373.00 -57621.00  99999.00
2022-01-15 03:43:00.000 015     -7413.00 -11360.00 -57625.00  99999.00
2022-01-15 03:44:00.000 015     -7420.00 -11351.00 -57629.00  99999.00
2022-01-15 03:45:00.000 015     -7423.00 -11346.00 -57630.00  99999.00
2022-01-15 03:46:00.000 015     -7424.00 -11345.00 -57630.00  99999.00
2022-01-15 03:47:00.000 015     -7428.00 -11346.00 -57629.00  99999.00
2022-01-15 03:48:00.000 015     -7423.00 -11345.00 -57627.00  99999.00
2022-01-15 03:49:00.000 015     -7420.00 -11342.00 -57629.00  99999.00
2022-01-15 03:50:00.000 015     -7424.00 -11346.00 -57631.00  99999.00
2022-01-15 03:51:00.000 015     -7429.00 -11352.00 -57631.00  99999.00
2022-01-15 03:52:00.000 015     -7431.00 -11359.00 -57629.00  99999.00
2022-01-15 03:53:00.000 015     -7433.00 -11358.00 -57630.00  99999.00
2022-01-15 03:54:00.000 015     -7439.00 -11358.00 -57631.00  99999.00
2022-01-15 03:55:00.000 015     -7437.00 -11358.00 -57630.00  99999.00
2022-01-15 03:56:00.000 015     -7440.00 -11361.00 -57631.00  99999.00
2022-01-15 03:57:00.000 015     -7443.00 -11364.00 -57630.00  99999.00
2022-01-15 03:58:00.000 015     -7440.00 -11364.00 -57632.00  99999.00
2022-01-15 03:59:00.000 015     -7438.00 -11368.00 -57635.00  99999.00
2022-01-15 04:00:00.000 015     -7436.00 -11378.00 -57636.00  99999.00
2022-01-15 04:01:00.000 015     -7437.00 -11382.00 -57638.00  99999.00
2022-01-15 04:02:00.000 015     -7439.00 -11384.00 -57641.00  99999.00
2022-01-15 04:03:00.000 015     -7438.00 -11381.00 -57646.00  99999.00
2022-01-15 04:04:00.000 015     -7439.00 -11376.00 -57649.00  99999.00
2022-01-15 04:05:00.000 015     -7440.00 -11374.00 -57650.00  99999.00
2022-01-15 04:06:00.000 015     -7441.00 -11376.00 -57647.00  99999.00
2022-01-15 04:07:00.000 015     -7446.00 -11379.00 -57642.00  99999.00
2022-01-15 04:08:00.000 015     -7450.00 -11379.00 -57639.00  99999.00
2022-01-15 04:09:00.000 015     -7453.00 -11381.00 -57637.00  99999.00
2022-01-15 04:10:00.000 015     -7457.00 -11388.00 -57636.00  99999.00
2022-01-15 04:11:00.000 015     -7458.00 -11392.00 -57637.00  99999.00
2022-01-15 04:12:00.000 015     -7457.00 -11393.00 -57640.00  99999.00
2022-01-15 04:13:00.000 015     -7457.00 -11395.00 -57642.00  99999.00
2022-01-15 04:14:00.000 015     -7458.00 -11397.00 -57642.00  99999.00
2022-01-15 04:15:00.000 015     -7458.00 -11409.00 -57640.00  99999.00
2022-01-15 04:16:00.000 015     -7454.00 -11412.00 -57641.00  99999.00
2022-01-15 04:17:00.000 015     -7451.00 -11413.00 -57642.00  99999.00
2022-01-15 04:18:00.000 015     -7451.00 -11412.00 -57646.00  99999.00
2022-01-15 04:19:00.000 015     -7451.00 -11410.00 -57649.00  99999.00
2022-01-15 04:20:00.000 015     -7452.00 -11413.00 -57650.00  99999.00
2022-01-15 04:21:00.000 015     -7450.00 -11412.00 -57651.00  99999.00
2022-01-15 04:22:00.000 015     -7451.00 -11409.00 -57653.00  99999.00
2022-01-15 04:23:00.000 015     -7451.00 -11401.00 -57658.00  99999.00
2022-01-15 04:24:00.000 015     -7453.00 -11394.00 -57661.00  99999.00
2022-01-15 04:25:00.000 015     -7457.00 -11387.00 -57663.00  99999.00
2022-01-15 04:26:00.000 015     -7461.00 -11383.00 -57663.00  99999.00
2022-01-15 04:27:00.000 015     -7465.00 -11382.00 -57662.00  99999.00
2022-01-15 04:28:00.000 015     -7467.00 -11382.00 -57660.00  99999.00
2022-01-15 04:29:00.000 015     -7471.00 -11383.00 -57658.00  99999.00
2022-01-15 04:30:00.000 015     -7473.00 -11381.00 -57656.00  99999.00
2022-01-15 04:31:00.000 015     -7475.00 -11376.00 -57655.00  99999.00
2022-01-15 04:32:00.000 015     -7479.00 -11373.00 -57653.00  99999.00
2022-01-15 04:33:00.000 015     -7482.00 -11362.00 -57651.00  99999.00
2022-01-15 04:34:00.000 015     -7478.00 -11355.00 -57649.00  99999.00
2022-01-15 04:35:00.000 015     -7474.00 -11348.00 -57650.00  99999.00
2022-01-15 04:36:00.000 015     -7469.00 -11347.00 -57651.00  99999.00
2022-01-15 04:37:00.000 015     -7469.00 -11352.00 -57652.00  99999.00
2022-01-15 04:38:00.000 015     -7471.00 -11366.00 -57653.00  99999.00
2022-01-15 04:39:00.000 015     -7472.00 -11375.00 -57654.00  99999.00
2022-01-15 04:40:00.000 015     -7472.00 -11379.00 -57653.00  99999.00
2022-01-15 04:41:00.000 015     -7471.00 -11375.00 -57653.00  99999.00
2022-01-15 04:42:00.000 015     -7469.00 -11373.00 -57653.00  99999.00
2022-01-15 04:43:00.000 015     -7467.00 -11361.00 -57656.00  99999.00
2022-01-15 04:44:00.000 015     -7466.00 -11354.00 -57658.00  99999.00
2022-01-15 04:45:00.000 015     -7467.00 -11342.00 -57659.00  99999.00
2022-01-15 04:46:00.000 015     -7472.00 -11329.00 -57659.00  99999.00
2022-01-15 04:47:00.000 015     -7475.00 -11325.00 -57654.00  99999.00
2022-01-15 04:48:00.000 015     -7476.00 -11320.00 -57651.00  99999.00
2022-01-15 04:49:00.000 015     99999.00  99999.00  99999.00  99999.00
2022-01-15 04:50:00.000 015     -7476.00 -11330.00 -57646.00  99999.00
2022-01-15 04:51:00.000 015     -7475.00 -11332.00 -57644.00  99999.00
2022-01-15 04:52:00.000 015     -7475.00 -11339.00 -57644.00  99999.00
2022-01-15 04:53:00.000 015     -7476.00 -11342.00 -57646.00  99999.00
2022-01-15 04:54:00.000 015     -7472.00 -11336.00 -57652.00  99999.00
2022-01-15 04:55:00.000 015     -7473.00 -11331.00 -57661.00  99999.00
2022-01-15 04:56:00.000 015     99999.00  99999.00  99999.00  99999.00
2022-01-15 04:57:00.000 015     -7480.00 -11318.00 -57664.00  99999.00
2022-01-15 04:58:00.000 015     -7484.00 -11315.00 -57665.00  99999.00
2022-01-15 04:59:00.000 015     -7487.00 -11307.00 -57668.00  99999.00
2022-01-15 05:00:00.000 015     -7488.00 -11297.00 -57670.00  99999.00
2022-01-15 05:01:00.000 015     -7489.00 -11292.00 -57671.00  99999.00
2022-01-15 05:02:00.000 015     -7490.00 -11286.00 -57671.00  99999.00
2022-01-15 05:03:00.000 015     -7490.00 -11277.00 -57671.00  99999.00
2022-01-15 05:04:00.000 015     -7490.00 -11269.00 -57669.00  99999.00
2022-01-15 05:05:00.000 015     -7486.00 -11279.00 -57663.00  99999.00
2022-01-15 05:06:00.000 015     -7488.00 -11297.00 -57658.00  99999.00
